"Year","named_location","group","State","lat","lon","n_site_yr","spread_flower_site_yr","pseudoR2_gau","badfit_gau","beta0_gau","beta1_gau","beta2_gau","AIC_gau","R2_lm","beta0_lm","beta1_lm","beta1_lm_sig","AIC_lm","preferred_mod","mod_for_cens","higher_R2","AIC_delta","n_predictors","site_yr","decade","subset"
1996,"Akron_CPER","Washington_CO","CO",40.1526,-103.1357,31,6,0.1209,"TRUE",561.84955796,-4.75858124,0.0102098,404.2081,0.0602,11.1591,-0.0162,0.1794,404.2781,"gaussian","exclude","gaussian",-0.0699999999999932,2,"1996_Akron_CPER","3","all_countyloc"
1997,"Akron_CPER","Washington_CO","CO",40.1526,-103.1357,31,7,0.0731,"FALSE",-638.6003983,5.58384389,-0.01206701,415.865,0.0021,6.4667,0.0038,0.8102,416.153,"gaussian","gauss","gaussian",-0.288000000000011,2,"1997_Akron_CPER","3","all_countyloc"
1997,"Williston_REC","Williams_ND","ND",48.139,-103.7383,18,8,0.3583,"FALSE",-360.53083033,3.52818312,-0.00846009,237.1589,0.3029,13.5501,-0.03,0.0209,236.6507,"linear","gauss","gaussian",0.508199999999988,2,"1997_Williston_REC","3","all_countyloc"
1998,"Williston_REC","Williams_ND","ND",48.139,-103.7383,26,10,0.0061,"FALSE",-28.37068026,0.34216966,-0.00082563,336.4872,0.0041,7.7785,-0.0034,0.7572,334.541,"linear","gauss","gaussian",1.94619999999998,2,"1998_Williston_REC","3","all_countyloc"
1999,"Williston_REC","Williams_ND","ND",48.139,-103.7383,28,11,0.0796,"FALSE",-75.87396908,0.78096835,-0.00183823,327.3685,0.0242,6.255,0.0038,0.4344,327.0042,"linear","gauss","gaussian",0.364299999999957,2,"1999_Williston_REC","3","all_countyloc"
2001,"Williston_REC","Williams_ND","ND",48.139,-103.7383,22,12,0.0847,"TRUE",21.39252112,-0.12400843,0.00026483,286.5807,0.0843,9.6971,-0.0127,0.1859,284.5901,"linear","exclude","gaussian",1.99059999999997,2,"2001_Williston_REC","4","all_countyloc"
2002,"Williston_REC","Williams_ND","ND",48.139,-103.7383,24,10,0.2268,"FALSE",-219.50564652,2.18177871,-0.005246,310.3895,0.1346,10.6972,-0.0162,0.0818,311.092,"gaussian","gauss","gaussian",-0.702499999999986,2,"2002_Williston_REC","4","all_countyloc"
2004,"Williston_REC","Williams_ND","ND",48.139,-103.7383,42,13,0.14,"TRUE",26.41161993,-0.15380614,0.0003074,572.9904,0.1395,11.0327,-0.0163,0.0152,571.0145,"linear","linear","gaussian",1.97590000000002,2,"2004_Williston_REC","4","all_countyloc"
2005,"Williston_REC","Williams_ND","ND",48.139,-103.7383,52,11,0.0572,"FALSE",-76.88527927,0.81064928,-0.00194682,701.9127,0.0449,9.7806,-0.0109,0.1303,700.5876,"linear","gauss","gaussian",1.32510000000002,2,"2005_Williston_REC","4","all_countyloc"
2006,"Williston_REC","Williams_ND","ND",48.139,-103.7383,22,8,0.1257,"TRUE",325.5371205,-3.17469392,0.00791064,267.144,0.0125,8.1557,-0.0055,0.6141,267.8219,"gaussian","exclude","gaussian",-0.677900000000022,2,"2006_Williston_REC","4","all_countyloc"
2009,"Williston_REC","Williams_ND","ND",48.139,-103.7383,28,10,0.1481,"FALSE",-107.68658389,1.1046162,-0.00264197,404.2245,0.1289,11.4918,-0.0177,0.061,402.8471,"linear","gauss","gaussian",1.37739999999997,2,"2009_Williston_REC","4","all_countyloc"
2011,"Williston_REC","Williams_ND","ND",48.139,-103.7383,25,7,0.305,"TRUE",770.09086243,-6.95754829,0.01586182,330.5284,0.1933,-3.1584,0.047,0.0197,332.2539,"gaussian","linear","gaussian",-1.72550000000001,2,"2011_Williston_REC","5","all_countyloc"
2013,"Williston_REC","Williams_ND","ND",48.139,-103.7383,18,15,0.4287,"FALSE",-228.47881022,2.17375713,-0.00500611,246.907,0.1561,11.2517,-0.0174,0.1306,251.9316,"gaussian","gauss","gaussian",-5.02459999999999,2,"2013_Williston_REC","5","all_countyloc"
2014,"Williston_REC","Williams_ND","ND",48.139,-103.7383,17,5,0.0603,"TRUE",816.37098369,-7.86591575,0.01911941,238.9781,0.0118,5.2061,0.0106,0.6742,237.8337,"linear","exclude","gaussian",1.14440000000002,2,"2014_Williston_REC","5","all_countyloc"
2015,"Williston_REC","Williams_ND","ND",48.139,-103.7383,15,5,0.3264,"TRUE",937.67309243,-8.56132344,0.01969376,184.6206,0.1897,12.6978,-0.0251,0.1025,185.392,"gaussian","exclude","gaussian",-0.7714,2,"2015_Williston_REC","5","all_countyloc"
2016,"Williston_REC","Williams_ND","ND",48.139,-103.7383,9,5,0.022,"FALSE",-522.52658107,4.81472663,-0.01093171,136.1094,0.0061,5.5438,0.0093,0.8431,134.2547,"linear","gauss","gaussian",1.85469999999998,2,"2016_Williston_REC","5","all_countyloc"
2017,"Williston_REC","Williams_ND","ND",48.139,-103.7383,17,7,0.1593,"TRUE",181.09600613,-1.54597114,0.00345055,260.4292,0.1536,0.2829,0.0338,0.1182,258.5428,"linear","exclude","gaussian",1.88639999999998,2,"2017_Williston_REC","5","all_countyloc"
2019,"Williston_REC","Williams_ND","ND",48.139,-103.7383,17,8,0.0696,"TRUE",560.32785511,-5.08237914,0.01166999,237.1403,0.0043,8.5925,-0.0073,0.7952,236.2924,"linear","exclude","gaussian",0.84790000000001,2,"2019_Williston_REC","5","all_countyloc"
2020,"Williston_REC","Williams_ND","ND",48.139,-103.7383,18,6,0.038,"FALSE",-723.68765859,6.63675766,-0.01506401,258.153,0.0076,9.975,-0.0122,0.7368,256.7142,"linear","gauss","gaussian",1.43880000000001,2,"2020_Williston_REC","6","all_countyloc"
2021,"Williston_REC","Williams_ND","ND",48.139,-103.7383,19,8,0.0455,"FALSE",-151.47135663,1.46631257,-0.00338718,256.5827,0.0318,4.9516,0.0104,0.4713,254.8536,"linear","gauss","gaussian",1.72909999999999,2,"2021_Williston_REC","6","all_countyloc"
2022,"Williston_REC","Williams_ND","ND",48.139,-103.7383,18,10,0.3315,"TRUE",177.13781964,-1.4564909,0.00311436,230.8891,0.3092,14.8579,-0.0346,0.0132,229.4793,"linear","linear","gaussian",1.40980000000002,2,"2022_Williston_REC","6","all_countyloc"
1979,"Williston_REC","Williams_ND","ND",48.139,-103.7383,41,14,0.0727,"FALSE",-47.82116835,0.52230494,-0.00124004,467.5829,0.0083,7.5113,-0.0016,0.5747,468.3386,"gaussian","gauss","gaussian",-0.75569999999999,2,"1979_Williston_REC","1","all_countyloc"
1980,"Williston_REC","Williams_ND","ND",48.139,-103.7383,47,9,0.2581,"FALSE",-339.44219617,3.26962277,-0.00771045,618.6099,0.211,-0.3331,0.0355,0.0015,619.5024,"gaussian","gauss","gaussian",-0.892499999999927,2,"1980_Williston_REC","2","all_countyloc"
1981,"Williston_REC","Williams_ND","ND",48.139,-103.7383,52,18,0.0467,"FALSE",-21.52916904,0.27122006,-0.00064167,607.714,0.0226,6.4189,0.0034,0.2913,607.0154,"linear","gauss","gaussian",0.698600000000056,2,"1981_Williston_REC","2","all_countyloc"
1982,"Williston_REC","Williams_ND","ND",48.139,-103.7383,67,11,0.065,"FALSE",-47.3619311,0.50664343,-0.00117302,830.1119,0.0605,9.8738,-0.0116,0.046,828.434,"linear","gauss","gaussian",1.67790000000002,2,"1982_Williston_REC","2","all_countyloc"
1984,"Williston_REC","Williams_ND","ND",48.139,-103.7383,49,14,0.3218,"FALSE",-227.91873564,2.41898243,-0.00624457,556.1492,0.1232,9.4315,-0.0162,0.0161,566.735,"gaussian","gauss","gaussian",-10.5858000000001,2,"1984_Williston_REC","2","all_countyloc"
1987,"Williston_REC","Williams_ND","ND",48.139,-103.7383,25,9,0.0285,"FALSE",-109.9147239,1.132849,-0.00273658,323.4687,0.0043,7.806,-0.0024,0.7564,322.0844,"linear","gauss","gaussian",1.3843,2,"1987_Williston_REC","2","all_countyloc"
1989,"Williston_REC","Williams_ND","ND",48.139,-103.7383,20,11,0.1663,"FALSE",-233.85916886,2.27209664,-0.00537589,247.1253,0.1355,-0.1698,0.0302,0.1227,245.8525,"linear","gauss","gaussian",1.27280000000002,2,"1989_Williston_REC","2","all_countyloc"
1992,"Williston_REC","Williams_ND","ND",48.139,-103.7383,16,11,0.489,"TRUE",8.98401276,-0.03313097,0.00012955,195.8045,0.4887,3.9558,0.0179,0.0027,193.8126,"linear","linear","gaussian",1.99189999999999,2,"1992_Williston_REC","3","all_countyloc"
1994,"Williston_REC","Williams_ND","ND",48.139,-103.7383,23,23,0.7538,"FALSE",-165.05528059,1.65306321,-0.00396471,289.1701,0.3883,2.2578,0.0237,0.0077,308.1034,"gaussian","gauss","gaussian",-18.9333,2,"1994_Williston_REC","3","all_countyloc"
1995,"Williston_REC","Williams_ND","ND",48.139,-103.7383,23,11,0.2173,"FALSE",-269.43165099,2.60865991,-0.00614648,300.4186,0.0252,5.9183,0.0066,0.4817,303.468,"gaussian","gauss","gaussian",-3.04939999999999,2,"1995_Williston_REC","3","all_countyloc"
1996,"Williston_REC","Williams_ND","ND",48.139,-103.7383,14,9,0.7484,"TRUE",150.14693687,-1.3169097,0.00303079,160.096,0.6967,13.2654,-0.0286,2e-04,160.717,"gaussian","linear","gaussian",-0.621000000000009,2,"1996_Williston_REC","3","all_countyloc"
2008,"Williston_REC","Williams_ND","ND",48.139,-103.7383,36,12,0.0279,"TRUE",111.12679808,-0.9777337,0.00229424,457.1911,0,6.9459,2e-04,0.9778,456.208,"linear","exclude","gaussian",0.983099999999979,2,"2008_Williston_REC","4","all_countyloc"
